"Title","Content","PublishDate","ExpirationDate","WorkflowStatus","LastModifiedDate","LastModifiedBy","ActiveFlag","MarkedForDeletion","DeploymentJobID","ContentID"
"Personal Care & Pharmaceuticals","<p>Lambent Technologies manufactures and supplies functional components for personal care formulations-and has done so for more than 30 years.  Lambent's facility in Gurnee, Illinois offers state-of-the art manufacturing of alkoxylates, esters, and a variety of vegetable oil-based chemistries.  Lambent serves its customers with select ingredients for:</p>
							<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
								<tr>
									<td width=""50%"">
										- Cosmetics<br/>
										- Bath Oils<br/>
										- Skin creams and lotions<br/>
										- Shampoo Bases<br/>
										- Oral care products
									</td>
									<td width=""40%"">
										- Sun Care Products<br/>
										- Topical pharmaceuticals<br/>
										- Facial Scrubs and Body Washes<br/>
										- Skin and Hair Conditioners<br/>
										- Antiperspirants
									</td>
								</tr>
							</table>
							<p>Lambent's personal care ingredients assist formulators in producing value-added products.  Most products listed in this guide are vegetable-based and many are manufactured to meet the Kosher requirements designated by the Orthodox Union (OU).  Kosher products are designated by a ""K"" or ""KP"" at the end of the product names.  Our personal care product offering includes:</p>
							<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
								<tr>
									<td width=""50%"">
										- Castor Oil-Based Emulsifiers<br/>
										- Glycerol Esters<br/>
										- Sorbitan Esters and Polysorbates
									</td>
									<td width=""40%"">
										- PEG Esters<br/>
										- Ethoxylated Alcohols<br/>
									  	- Ethoxylated Glycerine
									</td>
								</tr>
							</table>
							<br/>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","31"
"Welcome to Joseph Storey & Co Ltd","<br>
			<table cellpadding=""0"" cellspacing=""0"" border=""0"" width=""375"">
				<tr>
					<td style=""line-height:20px;padding-left:5px;"">
						Welcome to Joseph Storey & Co Ltd online. We are a Chemical Manufacturer, established in 1860, producing the 
						STORFLAM range of Fire Retardants based on Inorganic Borate and Stannate chemistry. The Global business has 
						developed a strong expertise in the production of Fire Retardants and supported by a network of distributors,
						the STORFLAM Fire Retardant range is sold world-wide to many polymer industries.    
						<br><br> 
						STORFLAM products impart superior fire and smoke performance in many polymer systems with and without 
						the presence of halogens. Antimony Trioxide replacement is a key feature, invariably coupled with 
						improvement in smoke performance, a property growing in importance. Part of Petroferm Inc. and 
						supported by a well equiped technical service laboratory including a cone calorimeter, Joseph Storey are 
						at the forefront of Fire Retardant and Smoke Suppressant technology.
						<br><br>
						We also manufacture other Inorganic Borates ranging from the Ammonium, Barium, Calcium, Magnesium, Manganese, 
						Melamine through to the Potassium salt and these products find use in a variety of applications.
						<br><br>
						To complete our product range we produce the Trawlerdeck range of Heavy Duty Epoxy floor screeds 
						which have Ministry of Defence approval and have been used by the Royal Navy for many years.
					</td>
				</tr>
			</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","32"
"About Joseph Storey & Co Ltd","<p>Joseph Storey manufactures a range of Fire Retardants and Smoke Suppressants under the STORFLAM trade name. The company has a particular strength and expertise in Inorganic Borate and Stannate chemistry and is a wholly owned subsiduary of Petroferm Inc. being supported by a global network of specialist distributors.
				<p>The STORFLAM product range is used to improve fire and smoke performance to meet increasingly stringent legislation across the full spectrum of plastic, rubber and paint industries from electrical cables, automotive, aerospace to marine and construction applications.
				<p>The company are well placed with their main products, Zinc Borate and Zinc Stannates. These products have a dual fire and smoke action to enable customers to meet fire standards combined with the growing importance of smoke performance. 
				<p><strong>Production Facility</strong>
					<ul>
					<li>Dedicated facility in the North West of England, UK, producing a specialised range of Inorganic Borates and Stannates. 
					<li>Supported by state of the art Fire testing Laboratory. 
					<li>ISO 9002-2000 registered
					<li>ISO 14001 Environmentally registered
					</ul>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","33"
"Manufacturing Capabilities","<p>The Inorganic Borate and Stannate product range at Lancaster, UK includes the following listed below and Joseph Storey welcome enquiries for related products.</p>
				<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
				<tr>
					<td class=""tblHdr"">Inorganic Borates</td>
					<td class=""tblHdr"">Inorganic Stannates</td>
					<td class=""tblHdr"">Epoxy Floor Screeds</td>
				</tr>
				<tr valign=""top"">
					<td class=""tblRow2"">
						Aluminium Borate<br>
						Barium Metaborate<br>
						Calcium Borate Anhydrous<br>
						Calcium Borate<br>
						Magnesium Borate Anhydrous<br>
						Magnesium Borate<br>
						Manganese Borate<br>
						Melamine Borate<br>
						Potassium Borate<br>
						Zinc Borate Anhydrous<br>
						Zinc Borate<br>
						Zinc Borophosphate

					</td>
					<td class=""tblRow2"">
						ZHS Coated Alumina Trihydrate<br>
						ZHS Coated Magnesium Hydroxide<br>					
						Zinc Hydroxy Stannate<br>
						Zinc Stannate

					</td>
					<td class=""tblRow2"">
						Trawlerdeck
					</td>
				</tr>
				</table><!-- End Content Info Table -->","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","34"
"Company history","<p>The company was formed in 1860 as a manufacturer of chemicals and pigments such as glues, sizing and Lamp Black for table covers and leather cloth. In 1875 they were the largest manufacturer of Picric Acid (for explosives) in the world. Joseph Storey have a long tradition of Borate manufacturing excellence as in 1890 they received a Silver medal for the product Manganese Borate at the Edinburgh 'International Electric' Exhibition and the expertise has continued through the 20th and 21st centuries to today where there Inorganic Borate manufacturing expertise is second to none. Other historical facts of note were they were the first UK company to produce an Azo dye on a manufacturing scale. The business started to develop a presence in Fire Retardancy in the early 1980's when Zinc Borate began to find significant use in Conveyor belting and in 1988 the company introduced the new Flame Retardant, Zinc Hydroxy Stannate to the market.
				<p>In 1998 Joseph Storey became part of the Banner Chemicals and in 2000 were subsequently acquired by Petroferm. 
				The company has made good progress to becoming a significant 
				player in Fire Retardant and Wood Treatment markets. Petroferm have provided the resources for 
				the company to gain ISO9002:2000 and ISO 14001 approvals.
				<p>Today, Joseph Storey are well positioned to continue their excellent growth and advancement in Fire Retardancy. They have the expertise to advise and assist customers to meet growing Fire Retardant specifications. Technical Service is an important part of this and they have recently added compounding facilities, an NBS smoke box, LFT testing and a Cone Calorimeter their laboratory.","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","35"
"Contact Us","<p>
			<strong>Joseph Storey and Company, Ltd</strong><br>
			Heron Chemical Works<br>
			Lancaster, England, LA1 1QQ<br>
			Phone: +44 (0)1524 63252<br>
			Fax: +44 (0)1524 381805","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","36"
"Flame Retardants","<p>Joseph Storey manufactures a range of Fire Retardants and Smoke Suppressants under the STORFLAM trade name. The company has a particular strength and expertise in Inorganic Borate and Stannate chemistry and is a wholly owned subsidiary of Petroferm Inc. being supported by a global network of specialist distributors.<p>The STORFLAM product range is used to improve fire and smoke performance to meet increasingly stringent legislation across the full spectrum of plastic, rubber and paint industries from electrical cables, automotive, aerospace to marine and construction applications.<BR><BR>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","37"
"What's New?","<div id=""content"" style=""overflow:hidden;height:;width:169;padding-right:3px;"">	
	<p>Most of our Cleaning Products Division is relocating from Fernandina Beach, FL to our Gurnee, IL facility.  
	<a href=""static/files/cleaning/2006CustomerNotificationLetter.pdf"" target=""_blank"">Click here</a> for more details.
	</p><p></p></div>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","38"
"Certifications & Affiliates","<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%"">
		<tr valign=""top""><td>PETROFERM CLEANING PRODUCTS DIVISION<br>
		ISO9001:2000 approved<br>At the Gurnee, IL facility.<br><a href=""static/files/ISO Certificate UL.pdf"" target=""_blank"">Click here</a> for details.							
		</td><td>&nbsp;</td></tr><tr><td height=""5""></td></tr></table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","39"
"Certifications & Affiliates","<p>Most of our Cleaning Products Division is relocating from Fernandina Beach, FL to our Gurnee, IL facility.  
			<a href=""static/files/cleaning/2006CustomerNotificationLetter.pdf"" target=""_blank"">Click here</a> for more details.</p>
		<p><a href=""static/files/cleaning/Introducing HYDREX LF.pdf"" target=""_blank"">HYDREX LF</a> - NEW Aqueous Cleaner for LEAD FREE Manufacturing</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","40"
"What's New?","<p>Most of our Cleaning Products Division is relocating from Fernandina Beach, FL to our Gurnee, IL facility.  
		<a href=""static/files/cleaning/2006CustomerNotificationLetter.pdf"" target=""_blank"">Click here</a> for more details.</p>
		<p>Product bulletin available discussing the challenges of cleaning bellows or expansion joints.  Includes recommendations for operating conditions and a method for determining cleanliness.  
		<a href=""static/files/cleaning/Bellows - Product Bulletin.pdf"" target=""_blank"">Click here</a> for more details.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","41"
"What's New?","<p>Most of our Cleaning Products Division is relocating from Fernandina Beach, FL to our Gurnee, IL facility.  
			<a href=""static/files/cleaning/2006CustomerNotificationLetter.pdf"" target=""_blank"">Click here</a> for more details.
			</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","42"
"What's New?","<p>Most of our Cleaning Products Division is relocating from Fernandina Beach, FL to our Gurnee, IL facility.  
			<a href=""static/files/cleaning/2006CustomerNotificationLetter.pdf"" target=""_blank"">Click here</a> for more details.
			</p>
			<p>
			Boeing PSD-652 released March 30, 2006 included CleanSafe™ 787 approved and qualified to 
			BAC 5763 (emulsion cleaning and aqueous degreasing) guidelines.  
			<a href=""static/files/cleaning/tds/cleansafe787.pdf"" target=""_blank"">Click here</a> for further product information.		
			</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","43"
"What's New?","<p>Petroferm is adding 3 new fuel emulsion products to compliment our successful and widely used PEP-99 
						product.  Please <a href=""Contact.aspx?ref=3,0,22"">contact us</a> for more information.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","44"
"Distributors Wanted","<p>Petroferm is seeking qualified distributors and representatives. <a href=""fueloil_distributorswanted.asp"">Click here</a> for more information.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","45"
"Certifications & Affiliates","PETROFERM FUELS DIVISION<br>ISO 9001:2000 approved at the Gurnee, IL facility.<br>
		<a href=""static/files/ISO Certificate UL.pdf"" target=""_blank"">Click here</a> for details.","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","46"
"What's New?","<p>Petroferm is adding 3 new fuel emulsion products to compliment our successful and widely used PEP-99 
			product.  Please <a href=""Contact.aspx?ref=3,0,22"">contact us</a> for more information.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","47"
"Distributors Wanted","<p>Petroferm is seeking qualified distributors and representatives. <a href=""fueloil_distributorswanted.asp"">Click here</a> for more information.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","48"
"What's New?","<p>For a list of specialty silicones and waxes for automotive care and household, industrial, and institutional cleaning, <a href=""static/files/lambent/HIIMarketProducts.pdf"" title=""HI&I Bulletin"">click here</a>.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","49"
"Certifications & Affiliates","<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%"">					
			<tr valign=""top"">
				<td>
				LAMBENT TECHNOLOGIES, A DIVISION OF PETROFERM, INC.<br>
				ISO 9001:2000 approved at the Gurnee, IL facility.<br>
				<a href=""static/files/ISO Certificate UL.pdf"" target=""_blank"">Click here</a> for details.							
				</td>
				<td>&nbsp;</td>
			</tr>
			<tr>
				<td height=""5""></td>
			</tr>
			<tr valign=""top"">
				<td colspan=""2"" align=""left""><a href=""http://www.cicil.net"" target=""_blank""><img src=""web/files/images/content/CICI150x50.gif"" border=""0"" width=""150"" height=""50"" align=""middle""></a></td>
			</tr>
			<tr>
				<td height=""5""></td>
			</tr>
		</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","50"
"Certifications & Affiliates","<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%"">		
			
			<tr valign=""top"">
				<td colspan=""2"" align=""center""><a href=""http://www.ift.org"" target=""_blank""><img src=""web/files/images/content/IFT124x50.gif"" border=""0"" width=""124"" height=""50"" align=""middle""></a></td>
			</tr>
			<tr>
				<td height=""5""></td>
			</tr>
			<tr valign=""top"">
				<td colspan=""2"" align=""center""><a href=""http://www.ou.org"" target=""_blank""><img src=""web/files/images/content/OUKOSHER92x50.gif"" border=""0"" width=""92"" height=""50"" align=""middle""></a></td>
			</tr>
			<tr>
				<td height=""5""></td>
			</tr>
			<tr valign=""top"">
				<td colspan=""2"" align=""center""><a href=""http://www.ifanca.org"" target=""_blank""><img src=""web/files/images/content/HALAL114x50.gif"" border=""0"" width=""114"" height=""50"" align=""middle""></a></td>
			</tr>
			<tr>
				<td height=""5""></td>
			</tr>				
			<tr valign=""top"">
				<td align=""center"" valign=""middle""><a href=""http://www.aibonline.org"" target=""_blank""><img src=""web/files/images/content/AIB60x64.gif"" border=""0"" width=""60"" height=""64"" align=""middle""></a></td>
				<td align=""center"" valign=""middle"">&nbsp;</td>
			</tr>	
			<tr>
				<td height=""5""></td>
			</tr>
			<tr valign=""top"">
				<td colspan=""2"" align=""center""><a href=""http://www.kahlwax.de"" target=""_blank""><img src=""web/files/images/content/kahl-logo.jpg"" border=""0"" width=""80"" height=""45"" align=""middle""></a></td>
			</tr>
			
		</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","51"
"Certifications & Affiliates","<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%"">		
			<tr valign=""top"">
				<td align=""center"" valign=""middle""><a href=""http://www.coatingstech.org/Programs/ICE.html"" target=""_blank""><img src=""web/files/images/content/ICE115x40.gif"" border=""0"" width=""115"" height=""40"" align=""middle""></a></td>
				<td align=""center"" valign=""middle"">&nbsp;</td>
			</tr>			
		</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","52"
"What's New?","<p>Lambent exhibited at the 2004 STLE Annual Meeting in Toronto, Canada where we highlighted three products; 
							<a href=""static/files/lambent/market/h-102.pdf"" target=""_blank"">ERUCICAL H-102</a> (High Erucic Acid Rapeseed Oil), 
							<a href=""static/files/lambent/market/est-300.pdf"" target=""_blank"">LUMULSE EST-300</a> (Emulsifier and Lubricant) and 
							<a href=""static/files/lambent/market/pe-130.pdf"" target=""_blank"">LAMCHEM PE-130 K</a> (Phosphate Ester EP Additive).</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","53"
"Certifications & Affiliates","<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%"">		
						
						<tr valign=""top"">
							<td align=""center"" valign=""middle"">
								<a href=""http://www.stle.org"" target=""_blank""><img src=""web/files/images/content/STLE52x50.gif"" border=""0"" width=""52"" height=""50"" align=""middle""></a>&nbsp;&nbsp; 
								<a href=""http://www.aocs.org"" target=""_blank""><img src=""web/files/images/content/AOCS93x26.gif"" border=""0"" width=""93"" height=""26"" align=""middle""></a>
							</td>
						</tr>	
						<tr>
							<td height=""5""></td>
						</tr>														
						<tr valign=""top"">
							<td align=""center"" valign=""middle"">
								<a href=""http://www.ou.org"" target=""_blank""><img src=""web/files/images/content/OUKOSHER92x50.gif"" border=""0"" width=""92"" height=""50"" align=""middle""></a> &nbsp;<a href=""http://www.usp.org"" target=""_blank""><img src=""web/files/images/content/NSF64X50.gif"" border=""0"" width=""64"" height=""50"" align=""middle""></a>
							</td>
						</tr>					
						
					</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","54"
"What's New?","<p>Lambent Technologies offers two varieties of Cocoa Butter to meet your formulating needs.  
			Check out our formulations for 
			<a href=""static/files/lambent/market/White Chocolate Sugar Scrub.pdf"" target=""_blank"">White Chocolate Sugar Scrub</a> and 
			<a href=""static/files/lambent/market/On-The-Go Cocoa Butter Cream.pdf"" target=""_blank"">On-The-Go Cocoa Butter Cream</a>.			
			</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","55"
"Certifications & Affiliates","<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%"">								
			<tr valign=""top"">
				<td align=""center"" colspan=""2"" valign=""middle""><a href=""http://www.ctfa.org"" target=""_blank""><img src=""web/files/images/content/CTFA124x50.gif"" border=""0"" width=""124"" height=""50"" align=""middle""></a></td>
			</tr>	
			<tr>
				<td height=""5""></td>
			</tr>														
			<tr valign=""top"">
				<td align=""center"" valign=""middle"">&nbsp;</td>
				<td align=""center"" valign=""middle""><a href=""http://www.ifscc-congress04.org/flash/index.htm"" target=""_blank""><img src=""web/files/images/content/IFSCC84X47.gif"" border=""0"" width=""84"" height=""47"" align=""middle""></a></td>
			</tr>		
			<tr>
				<td height=""5""></td>
			</tr>
			<tr valign=""top"">
				<td colspan=""2"" align=""center""><a href=""http://www.kahlwax.de"" target=""_blank""><img src=""web/files/images/content/kahl-logo.jpg"" border=""0"" width=""80"" height=""45"" align=""middle""></a></td>
			</tr>							
		</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","56"
"What's New?","<p>We have a new website.  Please <a href=""Contact.aspx?ref=5,0,44"">contact us</a> with questions or feedback.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","57"
"What's New?","<p>We have a new website.  Please <a href=""Contact.aspx?ref=5,0,44"">contact us</a> with questions or feedback.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","58"
